No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1,10/11/2023,Vente,342.9,,,,B270,LA DEHELLE DE L EPINE,35210.0,MONTAUTOUR,35,185,,B,545,,,,,,,,,,,,0,,,,,T,,987.0
1,07/03/2023,Vente,329837.0,21.0,,CHE,0205,DU PEYRE,40090.0,MAZEROLLES,40,178,,AC,54,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,L,,3101.0
1,06/03/2023,Vente,129000.0,40.0,,RUE,0120,DES AULNAIES,95110.0,SANNOIS,95,582,,AC,748,,,,,,,,,,,,0,,,,,S,,218.0
1,21/07/2023,Vente,84045.0,,,,B199,MOULIN DE CHAMERELLE,58230.0,OUROUX-EN-MORVAN,58,205,,CN,182,,,,,,,,,,,,0,,,,,E,MARE,358.0
1,21/02/2023,Vente,58000.0,,,,B076,SAUDINE,7370.0,ECLASSAN,7,84,,G,812,,,,,,,,,,,,0,,,,,T,,1096.0
1,22/03/2023,Vente,20000.0,44.0,,RUE,1180,DU CHEMIN DE FER,59100.0,ROUBAIX,59,512,,LZ,57,,5.0,,,,,,,,,,1,4.0,Local industriel. commercial ou assimilé,10.0,0.0,,,
1,09/05/2023,Vente,35000.0,30.0,,AV,3478,JOSEPH GIORDAN,6200.0,NICE,6,88,,NH,255,,1036,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,10/01/2023,Vente,710000.0,,,,B081,LES GRENETTES,17740.0,SAINTE-MARIE-DE-RE,17,360,,H,1405,,,,,,,,,,,,0,,,,,L,,282.0
1,22/12/2023,Vente,264150.0,2.0,,,A004,LE VIEUX CLOCHER,76210.0,BERNIERES,76,82,,ZC,36,,,,,,,,,,,,0,1.0,Maison,112.0,4.0,P,,1455.0
1,08/03/2023,Vente,90000.0,74.0,,,B071,NIAS,47470.0,CAUZAC,47,62,,ZK,100,,,,,,,,,,,,0,1.0,Maison,110.0,4.0,AG,,3279.0
1,05/05/2023,Vente,40000.0,,,,B031,CREBONNE,36160.0,SAZERAY,36,214,,C,550,,,,,,,,,,,,0,,,,,T,,3396.0
1,01/12/2023,Vente,427500.0,,,,B018,BOUGAUX,12630.0,MONTROZIER,12,157,,A,1612,,,,,,,,,,,,0,,,,,L,VAGUE,638.0
1,05/05/2023,Vente,228000.0,3.0,,RUE,2570,LAJUGIE,24100.0,BERGERAC,24,37,,DI,381,,32.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,16/01/2023,Vente,330000.0,54.0,,BD,0340,DE LA DETANCHE,74500.0,EVIAN-LES-BAINS,74,119,,AC,323,,34.0,"82,34",,,,,,,,,1,2.0,Appartement,82.0,4.0,,,
1,04/07/2023,Vente,3500.0,,,,B205,LA ROCHE,1450.0,PONCIN,1,303,,E,452,,,,,,,,,,,,0,,,,,L,,6548.0
1,16/11/2023,Vente,5000.0,,,,C488,LE PIECROS,50570.0,THEREVAL,50,239,123.0,B,378,,,,,,,,,,,,0,,,,,P,,5619.0
1,28/07/2023,Vente,18600.0,,,,B125,SOUS LES PALLINS,23430.0,CHATELUS-LE-MARCHEIX,23,56,,E,59,,,,,,,,,,,,0,,,,,BR,,454.0
1,15/12/2023,Vente,286500.0,14.0,,LOT,A046,LES HAM DE PORT DE BOUC,13110.0,PORT DE BOUC,13,77,,AK,288,,,,,,,,,,,,0,1.0,Maison,90.0,5.0,S,,400.0
1,04/05/2023,Vente,172250.0,9001.0,,CITE,A020,HAUTEVILLE,33250.0,PAUILLAC,33,314,,AV,523,,,,,,,,,,,,0,1.0,Maison,92.0,6.0,S,,541.0
1,23/02/2023,Vente,142500.0,,,CHE,0260,DE BELLEVUE,81000.0,ALBI,81,4,,KT,22,,,,,,,,,,,,0,,,,,L,PACAG,2176.0
1,24/05/2023,Vente,5000.0,,,,B119,PRE COMMUNAL,73270.0,VILLARD SUR DORON,73,317,,C,551,,,,,,,,,,,,0,,,,,BT,,3675.0
1,26/01/2023,Vente,1239500.0,75.0,,RUE,4710,JEAN JAURES,92270.0,BOIS-COLOMBES,92,9,,Q,243,,9,"123,36",,,,,,,,,1,1.0,Maison,110.0,4.0,,,
1,13/01/2023,Vente terrain à bâtir,125000.0,,,,B031,LA GAUDE,78125.0,GAZERAN,78,269,,C,1005,,,,,,,,,,,,0,,,,,AB,,259.0
1,19/12/2023,Vente,9597713.0,225.0,,CHE,0910,LIGNE BERTHAUT,97435.0,SAINT-PAUL,974,15,,CS,1163,,,,,,,,,,,,0,2.0,Appartement,76.0,4.0,S,,7486.0
1,10/05/2023,Vente,259800.0,21.0,,RUE,6160,MAUBEC,33000.0,BORDEAUX,33,63,,DO,53,,12.0,,19.0,"61,05",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,31/05/2023,Vente,3700000.0,8.0,,ALL,5368,DE LA REINE,6000.0,NICE,6,88,,HB,134,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,AG,,2145.0
1,06/06/2023,Vente,118500.0,,,,B156,PAUILLAC,19210.0,LUBERSAC,19,121,,BN,58,,,,,,,,,,,,0,,,,,T,,1013.0
1,02/10/2023,Vente,1000.0,,,,B059,PIECE SAINT JUSTE,28130.0,ST PIAT,28,357,,AD,228,,,,,,,,,,,,0,,,,,BT,,339.0
1,05/04/2023,Vente,125000.0,48.0,,BD,0250,DE CAMPALOUD,38500.0,VOIRON,38,563,,AT,340,,134.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,29/09/2023,Vente,220000.0,77.0,,RUE,4876,JULES MICHELET,92700.0,COLOMBES,92,25,,M,584,,43.0,"80,05",,,,,,,,,1,2.0,Appartement,76.0,4.0,,,
1,24/04/2023,Vente,116500.0,13.0,,RUE,2190,DU HAVRE,62100.0,CALAIS,62,193,,XB,6,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,830.0
1,18/04/2023,Echange,300.0,,,,B176,LE FRAITEUX,88210.0,BAN DE SAPT,88,33,,C,748,,,,,,,,,,,,0,,,,,BR,,615.0
1,30/11/2023,Vente,688000.0,,,AV,0876,DE L OCEAN,44510.0,LE POULIGUEN,44,135,,AE,968,,,,,,,,,,,,0,,,,,S,,39.0
1,10/03/2023,Vente,59000.0,,,,B224,LA PALUD,4120.0,CASTELLANE,4,39,,E,1947,,,,,,,,,,,,0,,,,,L,VAGUE,1007.0
1,03/02/2023,Vente,265580.0,,,,B425,LAPIE,48370.0,SAINT-GERMAIN-DE-CALBERTE,48,155,,G,623,,,,,,,,,,,,0,,,,,L,,3642.0
1,07/09/2023,Vente en l'état futur d'achèvement,170000.0,12.0,,RUE,0620,GILBERT REY,77340.0,PONTAULT COMBAULT,77,373,,D,491,,2.0,,,,,,,,,,1,,,,,,,
2,07/03/2023,Vente,15.0,,,,B017,L ETANG,85500.0,SAINT-PAUL-EN-PAREDS,85,259,,A,2153,,,,,,,,,,,,0,,,,,P,,87.0
1,13/07/2023,Vente,251000.0,10.0,,RUE,0011,DE L ANCIEN MOULIN,90130.0,MONTREUX-CHATEAU,90,71,,AD,60,,,,,,,,,,,,0,1.0,Maison,42.0,4.0,S,,915.0
1,22/12/2023,Vente,2500.0,,,,B113,LE CLOUS,73210.0,AIME LA PLAGNE,73,6,,YP,199,,,,,,,,,,,,0,,,,,J,,40.0
1,09/03/2023,Vente,156000.0,,,,B002,BESANGUET,27110.0,EPREVILLE PRES NEUBOURG,27,224,,A,93,,,,,,,,,,,,0,,,,,VE,,210.0
1,01/12/2023,Vente,150000.0,7.0,,RUE,0225,DU CAPITAINE GILLES,33140.0,VILLENAVE D ORNON,33,550,,AV,423,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,168.0
1,29/08/2023,Vente,4197.0,,,,B079,LAMAURELLE,33490.0,SAINT-PIERRE-D AURILLAC,33,463,,AC,100,,,,,,,,,,,,0,,,,,BT,ACACI,1329.0
3,21/12/2023,Vente,53500.0,6.0,,RLE,0088,DU CENTRE,89130.0,TOUCY,89,419,,AC,66,,,,,,,,,,,,0,1.0,Maison,70.0,3.0,S,,99.0
1,31/01/2023,Vente,161085.0,8001.0,,RES,A155,MARINA BAIE DES BOUCANIERS,97118.0,SAINT FRANCOIS,971,25,,AW,36,,12.0,"37,43",,,,,,,,,1,2.0,Appartement,25.0,1.0,,,
1,05/05/2023,Vente,149000.0,75.0,,CHE,4848,DES JONQUILLES,13013.0,MARSEILLE 13EME,13,213,886.0,E,24,,143,,44.0,"73,73",,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,01/08/2023,Vente,315000.0,179.0,,,B071,LA VILLE,31510.0,SAINT-BERTRAND-DE-COMMINGES,31,472,,B,500,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,131.0,0.0,S,,178.0
1,14/12/2023,Vente,170000.0,3.0,,RUE,7242,RENE RIVET,44300.0,NANTES,44,109,,VX,73,,1.0,,,,,,,,,,1,1.0,Maison,65.0,3.0,,,
1,06/01/2023,Vente,209000.0,50.0,B,RUE,1590,DE LA FILATURE,69100.0,VILLEURBANNE,69,266,,BB,168,,1.0,"57,64",95.0,,,,,,,,2,2.0,Appartement,57.0,3.0,,,
1,22/05/2023,Vente,265400.0,33.0,,BD,2690,ST ANTOINE,78000.0,VERSAILLES,78,646,,AB,35,,14.0,,3.0,,,,,,,,2,2.0,Appartement,38.0,2.0,,,
1,17/05/2023,Vente,46534.6,,,,B258,LES PETITS BELINS,17250.0,SOULIGNONNE,17,431,,B,451,,,,,,,,,,,,0,,,,,J,MOTTE,1590.0
1,06/04/2023,Vente,63682.0,,,,B027,LES MAILLES,30250.0,LECQUES,30,144,,X,58,,,,,,,,,,,,0,,,,,VI,,2957.0
1,21/07/2023,Vente,416900.0,8.0,B,RUE,0955,SAINT JEAN MARIE VIANNEY,78100.0,SAINT-GERMAIN-EN-LAYE,78,551,,AL,275,,36.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,21/12/2023,Vente,200000.0,73.0,,RUE,0530,BELLEGARDE,16000.0,ANGOULEME,16,15,,BE,775,,,,,,,,,,,,0,1.0,Maison,115.0,3.0,S,,524.0
1,18/12/2023,Vente,1149000.0,375.0,A,CHE,0014,DES ARGELAS,6250.0,MOUGINS,6,85,,AE,31,,,,,,,,,,,,0,1.0,Maison,161.0,6.0,S,,822.0
1,04/10/2023,Vente,10200.0,,,,B534,LES GRANDES METTRIES,35430.0,SAINT-PERE-MARC-EN-POULET,35,306,,F,1525,,,,,,,,,,,,0,,,,,T,,307.0
1,06/12/2023,Vente,1107293.0,,,,B035,LES VINGT QUATRE,80132.0,BUIGNY-SAINT-MACLOU,80,149,,B,101,,,,,,,,,,,,0,,,,,T,AEROD,4230.0
1,08/03/2023,Vente,450000.0,100.0,,RUE,1320,DE TOURCOING,59290.0,WASQUEHAL,59,646,,AL,320,,,,,,,,,,,,0,1.0,Maison,180.0,7.0,AG,,615.0
1,28/09/2023,Vente,200000.0,41.0,,RUE,0550,DU GALOUBET,63200.0,RIOM,63,300,,BT,102,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,48.0
1,21/07/2023,Vente,199500.0,1.0,,RUE,2535,RICHARD WAGNER,33700.0,MERIGNAC,33,281,,BC,97,,11321.0,,11330.0,"70,68",,,,,,,2,2.0,Appartement,70.0,4.0,,,
2,20/03/2023,Vente,275000.0,,,,B101,LE SOL,24590.0,SAINT CREPIN ET CARLUCET,24,392,,AK,435,,,,,,,,,,,,0,,,,,VI,,569.0
1,28/08/2023,Vente,215000.0,,,,B030,LE BOURG,37360.0,SEMBLANCAY,37,245,,D,2185,,,,,,,,,,,,0,,,,,S,,8.0
1,07/03/2023,Vente,350133.0,,,,B032,MALVEAUX,2600.0,LAVERSINE,2,415,,C,370,,,,,,,,,,,,0,,,,,T,,1630.0
1,28/09/2023,Vente,1300000.0,59.0,,RUE,1840,GEORGES CLEMENCEAU,11000.0,CARCASSONNE,11,69,,BN,311,,,,,,,,,,,,0,2.0,Appartement,70.0,3.0,S,,1055.0
1,26/06/2023,Vente,515830.0,1.0,,RUE,0035,DES HUNS,71380.0,CHATENOY-EN-BRESSE,71,117,,AD,210,,,,,,,,,,,,0,1.0,Maison,171.0,7.0,S,,1000.0
1,10/10/2023,Vente,305000.0,21.0,,RUE,0140,ALFRED RIOM,44100.0,NANTES,44,109,,HV,397,,113.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,27/10/2023,Vente,233854.0,30.0,,RUE,1280,DE BRISSAC,49000.0,ANGERS,49,7,,CY,496,,245.0,,28.0,,3.0,,,,,,3,2.0,Appartement,68.0,3.0,,,
1,21/12/2023,Vente,63000000.0,220.0,,RUE,3514.0,DU FBG ST ANTOINE,75012.0,PARIS 12,75,112,,CS,20,,,,,,,,,,,,0,2.0,Appartement,68.0,3.0,S,,3604.0
1,31/08/2023,Vente,74000.0,141.0,,AV,2335,GEORGES DURAND,72100.0,LE MANS,72,181,,IN,917,,163.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,08/07/2023,Vente,143710.0,59.0,,RUE,0020,DE L ABBE LEMIRE,62000.0,ARRAS,62,41,,AV,90,,173.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,14/04/2023,Vente,598000.0,26.0,,RUE,7281,DE PRONY,92600.0,ASNIERES-SUR-SEINE,92,4,,S,118,,149,"80,80",,,,,,,,,1,2.0,Appartement,80.0,4.0,,,
1,28/02/2023,Vente,1600000.0,55.0,,RUE,5932,DE NOYON,34500.0,BEZIERS,34,32,,HT,475,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,49.0,0.0,S,,3763.0
1,06/02/2023,Vente,1643439.6,13.0,A,RUE,2290,DU GENERAL BRULARD,25000.0,BESANCON,25,56,,DT,71,,,,,,,,,,,,0,2.0,Appartement,53.0,3.0,AG,,15206.0
1,11/07/2023,Vente,136000.0,28.0,,RUE,3725,DE FONTARABIE,75020.0,PARIS 20,75,120,,CW,44,,240.0,"17,65",,,,,,,,,1,2.0,Appartement,17.0,1.0,,,
1,07/06/2023,Vente,6291.0,,,,B075,LA MALEFE,86340.0,VERNON,86,284,,J,286,,,,,,,,,,,,0,,,,,T,,8875.0
1,28/07/2023,Vente,443900.0,11.0,,PL,0880,DU MAL JOFFRE,56400.0,AURAY,56,7,,AP,1021,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,26.0,0.0,S,,124.0
1,02/05/2023,Vente,115500.0,234.0,,RUE,2630,DE TESSY,50000.0,SAINT-LO,50,502,,CI,134,,41,"77,11",62,,,,,,,,2,2.0,Appartement,78.0,4.0,,,
1,27/06/2023,Vente,60000.0,104.0,,RUE,1790,SAINT LAZARE,28400.0,NOGENT LE ROTROU,28,280,,BS,96,,,,,,,,,,,,0,1.0,Maison,64.0,3.0,S,,548.0
1,18/07/2023,Vente,443186.0,,,RUE,3490,DE LA MAISON ROUGE,77185.0,LOGNES,77,258,,A,428,,,,,,,,,,,,0,,,,,S,,244.0
1,11/05/2023,Vente,571093.0,5561.0,,,B013,COLLET DE SAINT ANDRE,83440.0,SAINT-PAUL-EN-FORET,83,117,,A,1124,,,,,,,,,,,,0,1.0,Maison,109.0,4.0,AG,,2000.0
1,24/07/2023,Vente,285000.0,78.0,B,RUE,0540,DE LA REPUBLIQUE,83210.0,SOLLIES-PONT,83,130,,AT,290,,9.0,"93,35",,,,,,,,,1,2.0,Appartement,93.0,4.0,,,
1,10/01/2023,Vente,165000.0,17.0,,RUE,5440,PAUL BOURGET,38100.0,GRENOBLE,38,185,,DO,148,,14.0,"51,08",3.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,28/07/2023,Vente,310300.0,28.0,,RTE,0140,DE BIAGAUT,33720.0,LANDIRAS,33,225,,F,638,,,,,,,,,,,,0,1.0,Maison,101.0,4.0,S,,897.0
2,16/11/2023,Vente,282078.0,,,,C316,PARC BOUGAN,22710.0,PENVENAN,22,166,,D,709,,,,,,,,,,,,0,,,,,T,,11803.0
1,21/08/2023,Vente,1450000.0,178.0,,AV,7772,DE SAINT EXUPERY,31400.0,TOULOUSE,31,555,837.0,AD,337,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,647.0
1,31/05/2023,Vente,160000.0,17.0,,RUE,0448,D'EMMEREZ DE CHARMOY,97490.0,SAINT DENIS,974,11,,HY,162,,32,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,22/03/2023,Vente,66000.0,4.0,,RUE,0030,BASSE,89220.0,BLENEAU,89,46,,AC,309,,,,,,,,,,,,0,2.0,Appartement,64.0,3.0,S,,698.0
1,25/01/2023,Vente,3600.0,,,,B070,LE NORD DU BOIS DES BROSSE,77111.0,SOIGNOLLES-EN-BRIE,77,455,,ZK,195,,,,,,,,,,,,0,,,,,BT,,2330.0
1,28/03/2023,Vente en l'état futur d'achèvement,1120000.0,,,,B184,LE QUART,74140.0,BALLAISON,74,25,,D,1468,,,,,,,,,,,,0,,,,,AB,,1.0
1,01/12/2023,Vente,1000000.0,14.0,,BD,0770,DE LA LIBERATION,78220.0,VIROFLAY,78,686,,AD,796,,,,,,,,,,,,0,2.0,Appartement,19.0,1.0,S,,122.0
1,03/07/2023,Vente,165000.0,320.0,,RTE,0126,DE LA PLATE,74120.0,DEMI-QUARTIER,74,99,,A,2098,,218.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,13/07/2023,Vente,405000.0,23.0,,RUE,0350,DES FOSSES ROUGES,77590.0,BOIS LE ROI,77,37,,B,4562,,,,,,,,,,,,0,1.0,Maison,98.0,4.0,S,,557.0
1,11/05/2023,Vente,12000.0,3.0,,RUE,0278,LAZARE CARNOT,21800.0,CHEVIGNY-SAINT-SAUVEUR,21,171,,AP,279,,340.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,09/03/2023,Vente,480000.0,7.0,,ALL,0168,DU CHAMPCLOS,63110.0,BEAUMONT,63,32,,BT,100,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,555.0
2,28/12/2023,Vente,221700.0,,,,B071,LE MAINE,24240.0,SIGOULES-ET-FLAUGEAC,24,534,181.0,AI,88,,,,,,,,,,,,0,,,,,T,,1762.0
1,02/05/2023,Vente,500.0,,,,B070,LES CLIDIERES,16420.0,BRIGUEUIL,16,64,,C,109,,,,,,,,,,,,0,,,,,T,,1090.0
1,19/10/2023,Vente,30000.0,,,,B020,GRAND HUBAC,26110.0,ARPAVON,26,13,,C,197,,,,,,,,,,,,0,,,,,T,,13350.0
1,18/09/2023,Vente,75000.0,52.0,,RUE,0050,DES ALPES,38600.0,FONTAINE,38,169,,AD,144,,1.0,,2.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,02/10/2023,Vente,110000.0,9.0,,RUE,0338,ROBERT FOUILLET,53810.0,CHANGE,53,54,,AL,285,,,,,,,,,,,,0,,,,,S,,21.0
1,03/08/2023,Vente,150000.0,,,,B076,LES GROIES,86410.0,VERRIERES,86,285,,AL,7,,,,,,,,,,,,0,,,,,L,,968.0
1,21/03/2023,Vente en l'état futur d'achèvement,532600.0,,,,,,,MEUDON,92,48,,AR,321,,67.0,,,,,,,,,,1,,,,,,,
1,20/10/2023,Vente en l'état futur d'achèvement,311010.0,,,,,,,THONON LES BAINS,74,281,,BI,475,,125.0,,,,,,,,,,1,,,,,,,
1,10/06/2023,Vente,92000.0,4.0,,RUE,2265,DU ONZE NOVEMBRE 1918,60000.0,BEAUVAIS,60,57,,C,431,,159.0,"57,76",160.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,10/03/2023,Vente,133367.0,38.0,,RUE,0114,LUCAS DE NEHOU,2410.0,SAINT GOBAIN,2,680,,AL,2,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,769.0
1,08/12/2023,Vente,274000.0,7.0,,PAS,5020,ST JEAN BAPTISTE,59100.0,ROUBAIX,59,512,,HN,48,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,139.0
1,22/06/2023,Vente,304480.0,37.0,,RUE,3371,GUSTAVE EIFFEL,38100.0,GRENOBLE,38,185,,IW,79,,71.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,28/11/2023,Vente,300000.0,177.0,,CHE,1170,DE SOUVIERE,5260.0,SAINT-LEGER-LES-MELEZES,5,149,,ZD,320,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,1194.0
1,15/03/2023,Vente,250000.0,11.0,,PL,0320,DE LA LIBERTE,3450.0,EBREUIL,3,107,,AB,595,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,277.0
1,06/07/2023,Vente,201250.0,,,,B057,BRANDES DES PRUNES,86320.0,PERSAC,86,190,,AS,211,,,,,,,,,,,,0,,,,,T,,4198.0
1,08/04/2023,Vente,95000.0,26.0,,RUE,0007,DE LA CHAPELLE,35320.0,PANCE,35,212,,D,939,,,,,,,,,,,,0,,,,,S,,81.0
2,11/12/2023,Echange,270212.0,,,,B044,GRIOUEYRE,40560.0,VIELLE-ST-GIRONS,40,326,,AL,1080,,,,,,,,,,,,0,,,,,S,,512.0
1,27/04/2023,Vente,120000.0,7.0,,RUE,0289,DE LA CICARDE,17600.0,LE GUA,17,185,,B,1139,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,500.0
1,30/12/2023,Vente,300000.0,46.0,,RTE,0038,DE LA BRARDIERE,72220.0,SAINT GERVAIS EN BELIN,72,287,,AO,20,,,,,,,,,,,,0,4.0,Local industriel. commercial ou assimilé,3000.0,0.0,P,,2892.0
1,07/04/2023,Vente,21683.76,,,,B054,LE CHAMP GELE,71220.0,SAINT-ANDRE-LE-DESERT,71,387,,E,230,,,,,,,,,,,,0,,,,,P,,13060.0
1,16/05/2023,Vente,195000.0,5247.0,,,B007,BEL AIR,86100.0,ANTRAN,86,7,,AC,5,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,T,,2626.0
1,06/12/2023,Vente,43000.0,2.0,,RUE,0300,DE FONTENELLE,59233.0,MAING,59,369,,AD,134,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,338.0
1,03/05/2023,Vente,81000.0,9001.0,,,A099,PARKINGS DE LA SAGNE,11370.0,LEUCATE,11,202,,DM,207,,163.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,10/05/2023,Vente,100000.0,14.0,,RUE,2251,DE LA CRECHE,35000.0,RENNES,35,238,,BR,79,,11,,,,,,,,,,1,2.0,Appartement,22.0,1.0,,,
1,14/03/2023,Vente,14000.0,,,,B014,LA BOUCHERE,39210.0,NEVY-SUR-SEILLE,39,388,,ZK,9,,,,,,,,,,,,0,,,,,BT,,1742.0
1,14/04/2023,Vente,595000.0,93.0,,AV,4140,GENERAL GALLIENI,93380.0,PIERREFITTE-SUR-SEINE,93,59,,A,285,,,,,,,,,,,,0,1.0,Maison,52.0,2.0,S,,180.0
1,24/04/2023,Vente,150000.0,5258.0,B,,B161,SAINT ANTOINE LES PLANTADE,19270.0,USSAC,19,274,,ED,19,,,,,,,,,,,,0,1.0,Maison,106.0,4.0,J,,1201.0
1,20/10/2023,Vente,38312.9,,,,B002,BOIS DOYEN,2240.0,ITANCOURT,2,387,,ZC,24,,,,,,,,,,,,0,,,,,T,,11671.0
1,26/04/2023,Vente,69950.0,29.0,,RUE,1200,VICTOR HUGO,71160.0,DIGOIN,71,176,,AY,417,,10.0,,13.0,,15.0,,3.0,,6.0,,5,3.0,Dépendance,0.0,0.0,,,
1,25/07/2023,Vente,140000.0,11.0,,RUE,0030,DE L'EGLISE ROMANE,39570.0,SAINT-MAUR,39,492,,AA,42,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,S,,691.0
1,21/12/2023,Vente,260000.0,,,,B752,PRE DE LA PRIOUTE,35120.0,BROUALAN,35,44,,C,377,,,,,,,,,,,,0,,,,,P,,2380.0
1,25/01/2023,Vente,133500.0,37.0,,RUE,4920,VERTE,37000.0,TOURS,37,261,,EO,807,,25.0,,69.0,"44,22",,,,,,,2,2.0,Appartement,43.0,2.0,,,
1,29/08/2023,Vente,679000.0,17.0,,RTE,0035,DE DETRIER,38580.0,LE MOUTARET,38,268,,AB,483,,,,,,,,,,,,0,1.0,Maison,228.0,8.0,S,,1594.0
1,20/05/2023,Vente,45000.0,9009.0,,,B382,TURPINAY,41130.0,SELLES SUR CHER,41,242,,AV,110,,,,,,,,,,,,0,1.0,Maison,30.0,1.0,S,,462.0
1,18/07/2023,Vente en l'état futur d'achèvement,245000.0,,,,B016,LA GARENNE,91280.0,SAINT-PIERRE-DU-PERRAY,91,573,,ZC,489,,1.0,,,,,,,,,,1,,,,,,,
1,29/09/2023,Vente en l'état futur d'achèvement,158160.0,,,RTE,1917,DE LA NOUE,91190.0,GIF SUR YVETTE,91,272,,CA,156,,90.0,,,,,,,,,,1,,,,,,,
1,25/09/2023,Vente,689100.0,5165.0,,,B001,ARCHIMBELLE,30700.0,FLAUX,30,110,,B,751,,,,,,,,,,,,0,3.0,Dépendance,0.0,0.0,T,,778.0
1,28/12/2023,Vente,400000.0,7.0,,SQ,3553,DE FONTENAY,92140.0,CLAMART,92,23,,AI,323,,354.0,"95,52",605.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,18/07/2023,Vente,100000.0,36.0,,AV,1860,DE DUN,18000.0,BOURGES,18,33,,DI,363,,28.0,"46,10",91.0,,,,,,,,2,2.0,Appartement,46.0,2.0,,,
1,17/02/2023,Vente,73750.0,,,,B071,LA LANTERNE,70270.0,LA LANTERNE ET LES ARMONTS,70,295,,A,1328,,,,,,,,,,,,0,,,,,S,,200.0
1,17/02/2023,Vente,82000.0,,,,B557,LAN ER VELIN,56250.0,MONTERBLANC,56,137,,ZE,453,,,,,,,,,,,,0,,,,,L,,410.0
1,27/10/2023,Vente,187490.0,3.0,,RUE,1350,DE L'ERABLE,91800.0,BOUSSY-SAINT-ANTOINE,91,97,,AE,187,,304.0,"61,03",308.0,,,,,,,,2,3.0,Dépendance,0.0,0.0,,,
1,21/04/2023,Vente,1065000.0,30.0,,ALL,1120,DES VIOLETTES,6210.0,MANDELIEU-LA-NAPOULE,6,79,,BR,123,,15.0,,,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,17/03/2023,Vente,256150.0,21.0,,RUE,0140,KLEBER DELAPORTE,59680.0,FERRIERE-LA-PETITE,59,231,,AE,306,,,,,,,,,,,,0,1.0,Maison,113.0,4.0,J,,1022.0
1,30/03/2023,Vente,242000.0,240.0,,BD,0410,DE LA COTE D'ARGENT,33120.0,ARCACHON,33,9,,AZ,430,,37.0,"28,52",,,,,,,,,1,3.0,Dépendance,0.0,0.0,,,
1,09/03/2023,Vente,160000.0,,,,B061,PIERRE CHATEL NORD,38119.0,PIERRE-CHATEL,38,304,,AB,201,,,,,,,,,,,,0,,,,,J,POTAG,164.0
1,28/07/2023,Vente,317000.0,,,,B044,LE LARRIS DES SAINFOINS,77380.0,COMBS LA VILLE,77,122,,A,461,,,,,,,,,,,,0,,,,,BT,,129.0
1,09/03/2023,Vente,232000.0,92.0,,RUE,2950,DU SEMAPHORE,85100.0,SABLES-D'OLONNE (LES),85,194,,BH,1531,,89,"43,49",,,,,,,,,1,2.0,Appartement,41.0,3.0,,,
